DateID,MarketID,CustomerID,CatID,ProductID,Sales
20180611,102,1475,202,1405,41.4
20170212,102,1476,202,1602,24.704
20170212,102,1476,202,1138,59.7
20170212,102,1476,202,1028,104.184
20181210,102,1310,202,1001,5.88
20171203,102,1096,202,1621,676.55
20171203,102,1096,202,1237,154.9
20171203,102,1096,202,773,30.56
20151111,102,1518,202,1572,7.78
20151111,102,1518,202,1622,123.92
20171003,102,1416,202,1625,14.9
20150604,102,1625,202,1628,19.44
20150604,102,1625,202,1175,55.48
20180306,102,1631,202,1633,11.96
20180306,102,1631,202,728,3.912
20170411,102,1361,202,522,192.8
20180307,102,1273,202,506,87.92
20170312,102,1632,202,1452,772.68
20151110,102,1634,202,624,7.64
20161212,102,1305,202,1299,360.38
20180212,102,1360,202,806,179.9
20150807,102,1072,202,547,196.704
20160105,102,1527,202,994,12.176
20160105,102,1527,202,1653,37.32
20160105,102,1527,202,910,35.06
20161012,102,1643,202,1161,56.3
20180603,102,1643,202,1664,23.88
20180603,102,1643,202,1665,11.52
20180603,102,1643,202,1214,286.93
20150609,102,1653,202,653,58.48
20161109,102,1275,202,414,265.86
20170912,102,1647,202,929,273.92
20171004,102,1388,202,1690,113.76
20171004,102,1388,202,1452,579.51
20171004,102,1388,202,1691,150.66
20171004,102,1388,202,789,48.032
20170411,102,1010,202,557,7.712
20170411,102,1010,202,1695,4.176
20170411,102,1010,202,1696,38.88
20180211,102,1393,202,1698,168.1
20180502,102,1586,202,1701,1640.7
20170905,102,1341,202,1703,32.04
20180612,102,1103,202,480,10.68
20180108,102,1552,202,501,186.54
20160911,102,1664,202,1519,2.48
20160210,102,1665,202,1676,11.808
20160210,102,1665,202,1327,53.568
20181011,102,1666,202,1708,7.8
20171112,102,1323,202,634,209.6
20171112,102,1323,202,1715,23.32
20171112,102,1323,202,1716,30.98
20171112,102,1323,202,1717,35.808
20171112,102,1323,202,1233,122.688
20171112,102,1323,202,1691,50.22
20171112,102,1323,202,594,83.42
20171112,102,1323,202,1718,5.872
20150612,102,1515,202,1299,1261.33
20150908,102,1667,202,1159,5.98
20180308,102,1668,202,1608,99.87
20180409,102,1589,202,1427,421.1
20160305,102,1191,202,1314,8.82
20160305,102,1191,202,1619,62.496
20160305,102,1191,202,1729,49.568
20150712,102,1129,202,1432,8.64
20180902,102,1368,202,416,354.9
20181006,102,1680,202,1733,14.7
20170511,102,1075,202,1515,158.13
20180602,102,1396,202,1633,29.9
20171204,102,1683,202,1660,19.44
20171204,102,1683,202,1356,36.624
20180701,102,1228,202,323,153.78
20180701,102,1228,202,1551,61.02
20180701,102,1228,202,1747,110.11
20180701,102,1228,202,438,7.89
20180205,102,1685,202,1107,15.7
20180205,102,1685,202,1748,59.52
20180205,102,1685,202,570,34.4
20180209,102,1487,202,1727,18.72
20161104,102,1686,202,372,52.76
20170809,102,1224,202,1481,14.88
20170809,102,1224,202,1753,34.24
20170809,102,1224,202,1754,261.74
20170109,102,1554,202,316,12.78
20180511,102,1536,202,529,12.96
20150211,102,1409,202,373,362.92
20150512,102,1542,202,1298,26.46
20150512,102,1542,202,1378,49.12
20150512,102,1542,202,1008,15
20160812,102,1239,202,337,221.96
20180305,102,1252,202,732,25.92
20180305,102,1252,202,1340,22.96
20180605,102,1691,202,625,152.94
20150512,102,1559,202,594,250.26
20170108,102,1572,202,307,45.96
20170310,102,1359,202,1679,6.16
20170310,102,1359,202,1753,8.56
20170310,102,1359,202,937,97.82
20170312,102,1539,202,893,21.92
20170312,102,1539,202,712,48.72
20160407,102,1384,202,1769,22.848
20180510,102,1045,202,438,14.9
20180510,102,1045,202,1777,15.8
20161212,102,1025,202,310,25.76
20161007,102,1097,202,701,39.92
20161012,102,1179,202,722,5.76
20171111,102,1509,202,1341,31.504
20170502,102,1587,202,670,14.73
20170502,102,1587,202,501,186.54
20160211,102,1154,202,1051,117.488
20160211,102,1154,202,536,11.952
20150907,102,1429,202,1665,2.88
20150907,102,1429,202,355,41.904
20150907,102,1429,202,944,23.92
20160612,102,1071,202,1792,8.96
20171206,102,1606,202,1716,185.88
20171206,102,1606,202,1797,12.96
20151103,102,1357,202,1408,7.98
20181106,102,1415,202,648,61.44
20150709,102,1576,202,1812,27.36
20150709,102,1576,202,1227,20.56
20150709,102,1576,202,1804,83.92
20171011,102,1530,202,407,29.74
20160501,102,1138,202,822,87.36
20160501,102,1138,202,448,56.16
20180409,102,1093,202,1676,11.808
20180412,102,1364,202,1199,11.76
20170102,102,1431,202,1301,105.52
20161112,102,1473,202,888,110.528
20171203,102,1513,202,1819,19.98
20180707,102,1180,202,402,5.94
20180903,102,1372,202,306,30.84
20160512,102,1198,202,1825,12.6
20150402,102,1707,202,690,17.248
20181107,102,1115,202,1698,168.1
20181107,102,1624,202,1421,29.8
20180202,102,1706,202,674,30.96
20150604,102,1190,202,1735,70.95
20150604,102,1190,202,1578,65.568
20150712,102,1322,202,1685,164.88
20181109,102,1104,202,869,19.44
20171009,102,1066,202,1684,276.784
20170606,102,1641,202,1825,22.05
20170606,102,1641,202,1860,99.9
20170112,102,1554,202,768,47.9
20170112,102,1554,202,1865,1112.94
20170112,102,1554,202,624,22.92
20180708,102,1094,202,536,11.952
20180708,102,1094,202,1389,31.128
20180708,102,1094,202,564,24.56
20180708,102,1094,202,962,1473.1
20151005,102,1206,202,1650,39.96
20151005,102,1206,202,1869,41.04
20170112,102,1060,202,1247,23.04
20150311,102,1446,202,879,6.72
20170209,102,1021,202,1533,23.67
20170209,102,1021,202,955,18.69
20170209,102,1021,202,1052,7.312
20150907,102,1644,202,1795,14.304
20150907,102,1644,202,894,5.56
20150907,102,1644,202,1872,32.4
20180203,102,1728,202,1291,107.648
20150809,102,1178,202,1883,8.608
20150910,102,1524,202,522,144.6
20180301,102,1732,202,1173,2022.272
20180301,102,1732,202,1579,9.12
20171205,102,1660,202,1014,8.67
20180805,102,1279,202,1689,81.08
20170402,102,1244,202,389,93.02
20160305,102,1186,202,1647,13.848
20160106,102,1328,202,1199,11.76
20181211,102,1118,202,1891,11.56
20160712,102,1110,202,684,12.96
20170711,102,1389,202,1430,57.584
20180712,102,1446,202,1225,50.04
20170104,113,1106,202,326,263.88
20160404,113,1186,202,336,82.344
20170312,113,1149,202,343,6.3
20180312,113,1221,202,343,3.15
20161209,113,1124,202,343,12.6
20171112,113,1020,202,356,15.26
20170103,113,1025,202,372,26.38
20170412,113,1056,202,372,40.56
20170406,113,1366,202,372,14.94
20170608,113,1453,202,372,70.88
20170103,113,1025,202,373,362.92
20170209,113,1025,202,375,75.48
20171009,113,1037,202,407,59.48
20171009,113,1037,202,408,6.69
20180209,113,1309,202,409,12.98
20150305,113,1496,202,415,10.896
20170104,113,1106,202,425,30.48
20181211,113,1072,202,429,15.92
20150411,113,1086,202,430,43.57
20170909,113,1046,202,431,14.624
20150606,113,1153,202,456,13.36
20170412,113,1056,202,461,1.728
20170412,113,1056,202,462,182.94
20170412,113,1056,202,463,193.86
20161210,113,1059,202,470,51.84
20161210,113,1059,202,472,19.9
20160312,113,1059,202,473,10.752
20150308,113,1062,202,478,39.96
20150308,113,1062,202,479,102.3
20150308,113,1062,202,480,21.36
20160908,113,1193,202,482,41.96
20180112,113,1065,202,487,221.55
20180112,113,1065,202,488,17.52
20180605,113,1371,202,494,59.2
20180209,113,1309,202,503,17.12
20171111,113,1212,202,518,83.36
20160503,113,1301,202,524,563.4
20171012,113,1076,202,525,80.58
20171012,113,1076,202,526,361.92
20180812,113,1076,202,528,272.94
20180812,113,1076,202,529,19.44
20180812,113,1076,202,530,31.92
20160406,113,1446,202,531,30.44
20160811,113,1303,202,554,52.272
20170109,113,1092,202,564,24.56
20170109,113,1092,202,564,49.12
20170109,113,1092,202,565,3.048
20170109,113,1092,202,566,4355.168
20170804,113,1094,202,568,8.26
20170804,113,1094,202,569,17.04
20170804,113,1094,202,570,34.4
20181112,113,1097,202,576,23.36
20150212,113,1143,202,576,46.72
20150606,113,1137,202,578,149.544
20170205,113,1440,202,579,44.94
20170412,113,1105,202,600,212.88
20170104,113,1106,202,601,59.52
20170104,113,1106,202,602,161.94
20170104,113,1106,202,603,9.84
20170705,113,1300,202,613,44.4
20180512,113,1431,202,625,254.9
20150303,113,1127,202,634,125.76
20150303,113,1127,202,635,25.32
20170706,113,1428,202,638,32.4
20170210,113,1411,202,648,61.44
20151103,113,1452,202,649,108.92
20150504,113,1144,202,662,55.48
20170312,113,1149,202,667,182.72
20170312,113,1149,202,669,33.63
20180510,113,1150,202,673,75.792
20160908,113,1193,202,702,1217.568
20180209,113,1309,202,703,18.9
20151012,113,1165,202,704,11.36
20151012,113,1165,202,705,106.344
20170205,113,1440,202,705,45.576
20160503,113,1301,202,708,29.34
20171203,113,1316,202,708,29.34
20161104,113,1172,202,715,406.6
20180209,113,1309,202,716,23.1
20180904,113,1175,202,718,9.82
20180904,113,1175,202,719,35.97
20180904,113,1175,202,720,12.96
20180904,113,1175,202,721,191.6
20180904,113,1175,202,722,8.64
20180904,113,1175,202,723,501.81
20160607,113,1181,202,731,601.65
20160309,113,1244,202,731,120.33
20160404,113,1186,202,745,11.16
20160404,113,1186,202,747,9.088
20160908,113,1193,202,768,143.7
20160908,113,1193,202,769,10.65
20180707,113,1194,202,774,17.472
20180708,113,1474,202,790,11.68
20160407,113,1217,202,814,15.48
20180209,113,1309,202,815,26.432
20160111,113,1236,202,823,13.52
20180310,113,1167,202,871,22.58
20180209,113,1309,202,946,4.92
20150606,113,1137,202,987,17.14
20170705,113,1300,202,994,85.232
20160612,113,1348,202,1038,6.48
20160612,113,1348,202,1039,41.86
20180312,113,1221,202,1051,83.92
20180312,113,1221,202,1052,14.624
20160910,113,1356,202,1065,23.92
20180709,113,1204,202,1081,478.08
20181206,113,1368,202,1093,19.04
20181206,113,1368,202,1094,13.128
20181206,113,1368,202,1095,64.14
20180910,113,1492,202,1105,12.816
20150209,113,1404,202,1138,19.9
20180910,113,1492,202,1155,18.24
20170809,113,1413,202,1156,207.48
20160811,113,1303,202,1159,17.94
20180210,113,1405,202,1180,49.12
20181009,113,1409,202,1187,18.76
20181011,113,1190,202,1198,931.176
20151108,113,1026,202,1203,375.34
20160511,113,1137,202,1210,25.344
20160412,113,1169,202,1220,17.94
20180708,113,1474,202,1262,104.8
20170512,113,1414,202,1266,465.18
20180603,113,1488,202,1301,26.38
20180910,113,1492,202,1320,18.98
20150305,113,1496,202,1327,40.176
20170104,113,1502,202,1022,88.04
20170104,113,1288,202,636,20.7
20170104,113,1288,202,1359,10.95
20170104,113,1288,202,1263,14.352
20160709,113,1507,202,1361,13.96
20151105,113,1510,202,1014,35.91
20160803,113,1013,202,1151,19.44
20180610,113,1517,202,647,17.04
20180610,113,1517,202,454,344.91
20161012,113,1518,202,451,7.31
20161012,113,1518,202,570,41.28
20161012,113,1518,202,1301,184.66
20150809,113,1204,202,1345,16.78
20180104,113,1526,202,1132,42.93
20150209,113,1041,202,1406,21.24
20150211,113,1539,202,1100,34.86
20150311,113,1348,202,1181,48.896
20150311,113,1348,202,891,7.856
20171011,113,1566,202,1118,20.368
20171011,113,1566,202,578,49.848
20180703,113,1409,202,948,25.92
20180703,113,1409,202,1476,91.59
20150209,113,1571,202,716,57.75
20150209,113,1571,202,372,14.94
20160712,113,1081,202,1105,21.36
20160712,113,1081,202,753,6.688
20150309,113,1326,202,737,14.4
20150411,113,1233,202,1364,52.064
20160911,113,1448,202,944,17.94
20181111,113,1179,202,600,35.48
20170104,113,1129,202,310,63.84
20170104,113,1129,202,556,3.592
20161209,113,1382,202,383,9.26
20161209,113,1382,202,1518,105.98
20161209,113,1382,202,1519,1.24
20161209,113,1382,202,847,20.7
20161209,113,1382,202,870,28.9
20161209,113,1382,202,1520,27.18
20161205,113,1587,202,1472,36.63
20181006,113,1008,202,879,8.4
20170409,113,1578,202,1531,60.6
20170409,113,1578,202,450,22.72
20160911,113,1066,202,1532,244.55
20160911,113,1066,202,1369,12.24
20170404,113,1599,202,1273,588.784
20160805,113,1226,202,610,37.94
20170905,113,1608,202,1570,8
20160312,113,1548,202,1439,590.352
20170202,113,1501,202,1573,117.96
20180610,113,1611,202,1214,40.99
20160805,113,1613,202,1346,357.93
20160805,113,1613,202,1241,19.44
20170412,113,1616,202,1462,15.528
20160207,113,1522,202,1510,19.44
20180309,113,1421,202,1595,419.4
20180309,113,1421,202,894,5.56
20170509,113,1333,202,1605,192.16
20150203,113,1454,202,708,11.36
20150203,113,1454,202,1629,36.4
20161004,113,1481,202,358,142.04
20161004,113,1481,202,1311,14.67
20170109,113,1157,202,1359,10.95
20180505,113,1258,202,571,6.68
20151107,113,1459,202,564,49.12
20151107,113,1459,202,952,18.28
20160609,113,1022,202,1345,8.39
20180404,113,1644,202,1646,240.37
20180310,113,1218,202,724,6.63
20150508,113,1647,202,1600,15.96
20180306,113,1250,202,387,45.36
20170212,113,1228,202,1684,415.176
20170212,113,1228,202,991,35.232
20170212,113,1228,202,1685,54.96
20181112,113,1117,202,1692,14.952
20181112,113,1117,202,1065,17.94
20180404,113,1443,202,426,16.98
20150711,113,1098,202,1323,5.92
20150711,113,1098,202,1709,30.18
20180602,113,1648,202,1694,46.24
20171111,113,1266,202,480,28.14
20171111,113,1266,202,1714,92.94
20171111,113,1266,202,562,55.008
20171111,113,1266,202,991,35.232
20180402,113,1514,202,1126,32.67
20180611,113,1670,202,1535,318.96
20160908,113,1672,202,1605,144.12
20171206,113,1535,202,1716,92.94
20171206,113,1535,202,1333,52.56
20161108,113,1007,202,1487,11.96
20161009,113,1677,202,1579,6.08
20170803,113,1410,202,1686,12.96
20170803,113,1410,202,1028,69.456
20181006,113,1611,202,1738,14.13
20181105,113,1185,202,1741,43.92
20180512,113,1324,202,586,9.45
20180608,113,1409,202,910,70.12
20150111,113,1403,202,457,533.94
20150111,113,1403,202,841,167.94
20171012,113,1363,202,1276,18.54
20171012,113,1363,202,329,679.96
20160501,113,1510,202,1748,59.52
20160501,113,1510,202,960,17.48
20160501,113,1510,202,993,13.168
20161109,113,1597,202,1783,78.8
20161109,113,1597,202,1452,772.68
20170307,113,1096,202,1785,706.86
20170711,113,1313,202,1054,12.96
20170711,113,1313,202,776,116.82
20170711,113,1313,202,1684,276.784
20180811,113,1701,202,1786,109.9
20171012,113,1177,202,465,62.82
20160811,113,1476,202,1436,67.15
20170404,113,1343,202,365,31.02
20150109,113,1555,202,710,23.744
20160512,113,1626,202,811,232.4
20160512,113,1626,202,387,22.68
20160904,113,1679,202,944,17.94
20181102,113,1087,202,636,20.7
20150503,113,1264,202,601,59.52
20150503,113,1264,202,1457,18.62
20150503,113,1264,202,1048,49.632
20150503,113,1264,202,937,97.82
20170704,113,1042,202,304,3.64
20170612,113,1715,202,1684,968.744
20170612,113,1715,202,1558,222.352
20150406,113,1716,202,1572,15.56
20180809,113,1055,202,1290,65.12
20160709,113,1085,202,1828,70.26
20160709,113,1085,202,1829,6.096
20160709,113,1085,202,1491,7.24
20150809,113,1238,202,1438,3.52
20150702,113,1364,202,712,64.96
20150810,113,1030,202,877,123.92
20170107,113,1468,202,351,30.53
20170107,113,1468,202,1845,75.06
20160704,113,1287,202,869,25.92
20160704,113,1287,202,871,22.58
20171011,113,1201,202,1142,3.64
20161211,113,1425,202,708,15.56
20150806,113,1317,202,1379,68.48
20150806,113,1317,202,1789,1676.88
20181108,113,1160,202,638,25.92
20171208,113,1207,202,979,1591.02
20180511,113,1731,202,336,164.688
20180511,113,1731,202,1537,12.96
20180511,113,1731,202,662,110.96
20180511,113,1731,202,1769,11.424
20170608,113,1616,202,569,38.34
20180512,113,1318,202,1258,21.6
20180512,113,1318,202,1077,11.07
20180404,113,1600,202,1467,7.04
20180203,107,1005,202,310,6.976
20150812,107,1288,202,315,60.416
20150906,107,1010,202,326,70.368
20180203,107,1005,202,355,12.222
20180806,107,1080,202,372,85.056
20170110,107,1369,202,372,28.352
20180912,107,1027,202,384,1.248
20180912,107,1027,202,386,27.24
20160608,107,1067,202,387,27.216
20170504,107,1033,202,398,158.368
20181104,107,1314,202,399,11.364
20151212,107,1426,202,427,210.392
20150109,107,1434,202,428,31.104
20160604,107,1361,202,435,6.9
20150809,107,1056,202,452,9.936
20150809,107,1056,202,454,275.928
20150809,107,1056,202,456,32.064
20150809,107,1056,202,457,177.98
20150809,107,1057,202,464,51.184
20181211,107,1255,202,475,16.056
20150507,107,1211,202,485,220.776
20171007,107,1075,202,522,154.24
20171007,107,1075,202,524,338.04
20150710,107,1493,202,525,107.44
20180806,107,1079,202,535,1.624
20180806,107,1080,202,537,23.76
20160301,107,1460,202,548,10.368
20181111,107,1091,202,561,10.44
20181111,107,1091,202,562,18.336
20170804,107,1185,202,566,1088.792
20160311,107,1364,202,568,6.608
20181211,107,1048,202,572,77.952
20170809,107,1099,202,579,35.952
20170809,107,1099,202,581,131.136
20151111,107,1025,202,583,21.72
20180110,107,1104,202,596,6.672
20170807,107,1307,202,601,47.616
20180411,107,1233,202,613,23.68
20181211,107,1048,202,624,12.224
20150901,107,1122,202,629,9.344
20160604,107,1361,202,629,42.048
20180303,107,1420,202,642,26.88
20180712,107,1069,202,654,15.552
20170310,107,1167,202,708,15.648
20150711,107,1433,202,708,74.352
20170503,107,1171,202,711,149.352
20170503,107,1171,202,712,12.992
20180902,107,1422,202,725,12.992
20161003,107,1178,202,726,1.112
20170912,107,1198,202,762,9.392
20160812,107,1283,202,775,360.712
20150507,107,1211,202,805,281.424
20181205,107,1090,202,805,127.92
20170205,107,1212,202,806,86.352
20160612,107,1216,202,813,2.772
20180409,107,1254,202,874,10.192
20180409,107,1254,202,875,16.784
20180409,107,1254,202,876,13.12
20181211,107,1255,202,877,223.056
20181211,107,1255,202,878,540.048
20170912,107,1198,202,915,9.328
20170808,107,1290,202,916,11.168
20170808,107,1290,202,917,53.952
20180108,107,1229,202,923,36.288
20160902,107,1296,202,925,40.096
20181205,107,1090,202,929,34.24
